raw_remote_id,name,kana,elevation_m,unified_poi_id,description_text
1,ウエンシリ岳,うえんしりだけ,,26,地図上の表記
2,蠑螺が岳,さざえがだけ,,7234,地図上の表記
3,太平山,おおひらやま,,10125,地図上の表記
4,西谷山,さいだんやま,,10713,京都府山岳総覧に依る
5,ハナノ木段山,はなのきだんやま,,10817,京都府山岳総覧に依る
6,大平山,たいへいざん,,12293,地図上の表記
7,烏帽子岳,えぼしだけ,,1430,地図上の表記
