raw_id,name,kana,elevation,mountain_id,description
72-3,日裏山,ひうらやま,1725,23229,
72-4,明星ヶ岳,みょうじょうがたけ,1894,10030,
72-5,八経ヶ岳,はっきょうがたけ,1915.1,757,
73-1,七面山（東峰）,しちめんざん,1624,22359,
73-2,七面山（西峰）,しちめんざん,1619,9959,
74,小峠山,ことうげやま,1099.9,9968,
75-1,釈迦ヶ岳,しゃかがたけ,1800.0,759,
75-2,大日岳,だいにちだけ,1568,9961,
75-3,孔雀岳,くじゃくだけ,1779,9963,
75-4,仏生ヶ岳,ぶっしょうがたけ,1805.1,758,
76-1,天狗山,てんぐやま,1537.1,9960,
76-2,地蔵岳,じぞうだけ,1464,9915,
76-3,涅槃岳,ねはんだけ,1376.2,760,
76-4,証誠無漏岳,しょうじょうむろうだけ,1301,19570,
76-5,阿須迦利岳,あすかりだけ,1251,18298,
77-1,石仏山,いしぶつやま,1158,9909,
77-2,中八人山,なかはちにんやま,1396.9,9908,
78-1,ブナ山,ぶなやま,1119.5,26206,
78-2,高時山,たかときやま,1055,9906,
79,天竺山,てんじくやま,1024.8,9907,
80-1,転法輪岳,てんぽうりんだけ,1281.5,9911,
80-2,倶利伽羅岳,くりからだけ,1252,19160,
80-3,行仙岳,ぎょうせんだけ,1227.3,9912,
81-1,香精山,こうしょうやま,1121.9,9849,
81-2,東屋岳,あずまやだけ,1230,23544,
81-3,地蔵岳,じぞうだけ,1250,9844,
82-1,笠捨山,かさすてやま,1352.7,761,
82-3,蛇崩山,だぐえやま,1172,9842,
83-1,卯月山,うづきやま,943.1,26205,
83-2,斧山,よきやま,829,9840,
83-3,玉置山,たまきやま,1076.8,762,
84-1,大森山,おおもりやま,1078,9789,
84-2,五大尊岳,ごだいそんだけ,825,19292,
84-3,大黒天神岳,だいこくてんじんだけ,573.9,19777,
85-1,陣ヶ峰,じんがみね,1106.2,10008,
85-2,荒神岳,こうじんだけ,1260.1,9956,
86-1,伯母子岳,おばこだけ,1344,768,
86-2,赤谷峰,あかたにみね,1336.2,18256,
87,法主尾山,ぼうずおやま,1024.4,9910,
88-1,護摩壇山,ごまだんざん,1372,769,
88-2,龍神岳,りゅうじんだけ,1382,1063,
89,崖又山,がけまたやま,1205.1,9834,
90,牛廻山,うしまわしやま,1206.9,770,
91,石地力山,いしじりきやま,1139.8,23903,
92-1,安堵山,あんどさん,1184.1,9782,
92-2,冷水山,ひやみずやま,1262.3,771,
