item,itemLabel,coord,elevation,nativeLabel,kanaQualifier,wikipedia_url
http://www.wikidata.org/entity/Q11420178,四阿屋山 (埼玉県秩父郡),Point(138.95161111 35.99811111),771.4,,,https://ja.wikipedia.org/wiki/%E5%9B%9B%E9%98%BF%E5%B1%8B%E5%B1%B1_(%E5%9F%BC%E7%8E%89%E7%9C%8C%E7%A7%A9%E7%88%B6%E9%83%A1)
http://www.wikidata.org/entity/Q11420179,四阿屋山 (長野県東筑摩郡),Point(138.05361111 36.41869444),1387,,,https://ja.wikipedia.org/wiki/%E5%9B%9B%E9%98%BF%E5%B1%8B%E5%B1%B1_(%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%B1%E7%AD%91%E6%91%A9%E9%83%A1)
http://www.wikidata.org/entity/Q11420179,四阿屋山 (長野県東筑摩郡),Point(138.05417 36.41811),1387,,,https://ja.wikipedia.org/wiki/%E5%9B%9B%E9%98%BF%E5%B1%8B%E5%B1%B1_(%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%B1%E7%AD%91%E6%91%A9%E9%83%A1)
http://www.wikidata.org/entity/Q11420402,国上山,Point(138.815556 37.670472),312.8,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E4%B8%8A%E5%B1%B1
http://www.wikidata.org/entity/Q11420582,国割岳,Point(130.41555556 30.3525),1323,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E5%89%B2%E5%B2%B3
http://www.wikidata.org/entity/Q11420842,国師岳,Point(138.673056 35.870833),2592,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E5%B8%AB%E5%B2%B3
http://www.wikidata.org/entity/Q11420842,国師岳,Point(138.67 35.8683),2592,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E5%B8%AB%E5%B2%B3
http://www.wikidata.org/entity/Q11420852,国広山,Point(132.91555556 34.81008333),316.8,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E5%BA%83%E5%B1%B1
http://www.wikidata.org/entity/Q11421348,国見台 (八幡平),Point(140.778583 39.963667),1322,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%8F%B0_(%E5%85%AB%E5%B9%A1%E5%B9%B3)
http://www.wikidata.org/entity/Q11421352,国見山 (徳島県),Point(133.784722222 33.9075),1409,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%B1%B1_(%E5%BE%B3%E5%B3%B6%E7%9C%8C)
http://www.wikidata.org/entity/Q11421353,国見山 (福島県),Point(140.8825 37.61444444),563.7,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%B1%B1_(%E7%A6%8F%E5%B3%B6%E7%9C%8C)
http://www.wikidata.org/entity/Q11421354,国見山 (長崎県),Point(129.81283333 33.23686111),776.2,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%B1%B1_(%E9%95%B7%E5%B4%8E%E7%9C%8C)
http://www.wikidata.org/entity/Q11421354,国見山 (長崎県),Point(129.8126 33.2372),776.2,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%B1%B1_(%E9%95%B7%E5%B4%8E%E7%9C%8C)
http://www.wikidata.org/entity/Q11421357,国見岳,Point(131.01838 32.54682),1739,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%B2%B3_(%E7%86%8A%E6%9C%AC%E7%9C%8C%E3%83%BB%E5%AE%AE%E5%B4%8E%E7%9C%8C)
http://www.wikidata.org/entity/Q11421358,国見岳 (福井県),Point(136.08507 36.08004),656.1,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%B2%B3_(%E7%A6%8F%E4%BA%95%E7%9C%8C)
http://www.wikidata.org/entity/Q11421358,国見岳 (福井県),Point(136.08394444 36.07925),656.1,,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E8%A6%8B%E5%B2%B3_(%E7%A6%8F%E4%BA%95%E7%9C%8C)
http://www.wikidata.org/entity/Q11423345,土山峠,Point(139.25674 35.50358),,,,https://ja.wikipedia.org/wiki/%E5%9C%9F%E5%B1%B1%E5%B3%A0
http://www.wikidata.org/entity/Q11424717,地附山,Point(138.186194 36.677167),733,,,https://ja.wikipedia.org/wiki/%E5%9C%B0%E9%99%84%E5%B1%B1
http://www.wikidata.org/entity/Q11425509,坂田山,Point(139.311667 35.314444),111,,,https://ja.wikipedia.org/wiki/%E5%9D%82%E7%94%B0%E5%B1%B1
http://www.wikidata.org/entity/Q11425934,城ヶ尾峠,Point(139.01 35.475833),,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E3%83%B6%E5%B0%BE%E5%B3%A0
http://www.wikidata.org/entity/Q11425934,城ヶ尾峠,Point(139.009722222 35.475555555),,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E3%83%B6%E5%B0%BE%E5%B3%A0
http://www.wikidata.org/entity/Q11426081,城山,Point(138.930555555 35.005555555),342.34,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E4%BC%8A%E8%B1%86%E3%81%AE%E5%9B%BD%E5%B8%82)
http://www.wikidata.org/entity/Q11426081,城山,Point(138.930277777 35.004166666),342.34,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E4%BC%8A%E8%B1%86%E3%81%AE%E5%9B%BD%E5%B8%82)
http://www.wikidata.org/entity/Q11426082,城山,Point(138.941666666 34.974166666),248,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E4%BC%8A%E8%B1%86%E5%B8%82)
http://www.wikidata.org/entity/Q11426083,城山 (佐伯市西谷),Point(131.88975 32.96011111),144,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E4%BD%90%E4%BC%AF%E5%B8%82%E8%A5%BF%E8%B0%B7)
http://www.wikidata.org/entity/Q11426084,城山,Point(139.25327778 35.65363889),446,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E5%85%AB%E7%8E%8B%E5%AD%90%E5%B8%82)
http://www.wikidata.org/entity/Q11426085,城山 (宗像市・岡垣町),Point(130.5905 33.81863889),369.3,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E5%AE%97%E5%83%8F%E5%B8%82%E3%83%BB%E5%B2%A1%E5%9E%A3%E7%94%BA)
http://www.wikidata.org/entity/Q11426086,城山,Point(134.55492 34.07535),61.7,城山,しろやま,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E5%BE%B3%E5%B3%B6%E5%B8%82)
http://www.wikidata.org/entity/Q11426087,城山 (富山県高岡市),Point(137.009199 36.787145),258.9,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E9%AB%98%E5%B2%A1%E5%B8%82)
http://www.wikidata.org/entity/Q11426088,城山,Point(132.766130555 33.844838888),131.3,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1_(%E6%9D%BE%E5%B1%B1%E5%B8%82)
http://www.wikidata.org/entity/Q11426127,城峯山,Point(139.007639 36.097556),1037.7,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B3%AF%E5%B1%B1
http://www.wikidata.org/entity/Q11426239,城王山,Point(134.269444 34.149167),652.4,,,https://ja.wikipedia.org/wiki/%E5%9F%8E%E7%8E%8B%E5%B1%B1
http://www.wikidata.org/entity/Q11427374,堀坂山,Point(136.432814 34.546581),757,堀坂山,,https://ja.wikipedia.org/wiki/%E5%A0%80%E5%9D%82%E5%B1%B1
http://www.wikidata.org/entity/Q11427842,堂ヶ岳,Point(131.150694444 34.269555555),588.4,,,https://ja.wikipedia.org/wiki/%E5%A0%82%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11427887,堂平山,Point(139.19027 36.00618),875.8,,,https://ja.wikipedia.org/wiki/%E5%A0%82%E5%B9%B3%E5%B1%B1
http://www.wikidata.org/entity/Q11427887,堂平山,Point(139.190056 36.00575),875.8,,,https://ja.wikipedia.org/wiki/%E5%A0%82%E5%B9%B3%E5%B1%B1
http://www.wikidata.org/entity/Q11428346,塔ノ峰,Point(139.0975 35.2425),566.3,,,https://ja.wikipedia.org/wiki/%E5%A1%94%E3%83%8E%E5%B3%B0
http://www.wikidata.org/entity/Q11428352,塔丸,Point(134.039166666 33.866666666),1713,,,https://ja.wikipedia.org/wiki/%E5%A1%94%E4%B8%B8
http://www.wikidata.org/entity/Q11428652,塩塚峰,Point(133.675694 33.926306),1043.4,,,https://ja.wikipedia.org/wiki/%E5%A1%A9%E5%A1%9A%E5%B3%B0
http://www.wikidata.org/entity/Q11429151,増位山,Point(134.717222222 34.868333333),258.9,,,https://ja.wikipedia.org/wiki/%E5%A2%97%E4%BD%8D%E5%B1%B1
http://www.wikidata.org/entity/Q11430268,夕立受山,Point(134.240416666 34.722722222),209.7,,,https://ja.wikipedia.org/wiki/%E5%A4%95%E7%AB%8B%E5%8F%97%E5%B1%B1
http://www.wikidata.org/entity/Q11430417,外山,Point(139.601944444 36.765277777),880.1,,,https://ja.wikipedia.org/wiki/%E5%A4%96%E5%B1%B1_(%E5%89%8D%E6%97%A5%E5%85%89)
http://www.wikidata.org/entity/Q11430419,外山,,2204,,,https://ja.wikipedia.org/wiki/%E5%A4%96%E5%B1%B1_(%E5%A5%A5%E6%97%A5%E5%85%89)
http://www.wikidata.org/entity/Q11430684,多度山,Point(136.625639 35.144556),402.74,,,https://ja.wikipedia.org/wiki/%E5%A4%9A%E5%BA%A6%E5%B1%B1
http://www.wikidata.org/entity/Q11430808,多武峰,,,,,https://ja.wikipedia.org/wiki/%E5%A4%9A%E6%AD%A6%E5%B3%B0
http://www.wikidata.org/entity/Q11430823,多気山,Point(139.803889 36.605),376.9,,,https://ja.wikipedia.org/wiki/%E5%A4%9A%E6%B0%97%E5%B1%B1
http://www.wikidata.org/entity/Q11430903,多田ヶ岳,Point(135.762611 35.451083),712,,,https://ja.wikipedia.org/wiki/%E5%A4%9A%E7%94%B0%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11431086,多賀火山,Point(139.028056 35.081667),798,,,https://ja.wikipedia.org/wiki/%E5%A4%9A%E8%B3%80%E7%81%AB%E5%B1%B1
http://www.wikidata.org/entity/Q11431240,夜叉神峠,Point(138.336389 35.6375),1770,,,https://ja.wikipedia.org/wiki/%E5%A4%9C%E5%8F%89%E7%A5%9E%E5%B3%A0
http://www.wikidata.org/entity/Q11431798,大万木山,Point(132.854444 35.0875),1218,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E4%B8%87%E6%9C%A8%E5%B1%B1
http://www.wikidata.org/entity/Q11431875,大丸 (丹沢),Point(139.15745833 35.44941667),1386,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E4%B8%B8_(%E4%B8%B9%E6%B2%A2)
http://www.wikidata.org/entity/Q11431950,大久保山,Point(138.888722 35.048056),140,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E4%B9%85%E4%BF%9D%E5%B1%B1
http://www.wikidata.org/entity/Q11432375,大佛寺山,Point(136.376944 36.051389),804.7,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E4%BD%9B%E5%AF%BA%E5%B1%B1
http://www.wikidata.org/entity/Q11432375,大佛寺山,Point(136.37672 36.05147),804.7,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E4%BD%9B%E5%AF%BA%E5%B1%B1
http://www.wikidata.org/entity/Q11433096,大千軒岳,Point(140.160818 41.579319),1071.87,大千軒岳,だいせんげんだけ,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%8D%83%E8%BB%92%E5%B2%B3
http://www.wikidata.org/entity/Q11433560,大和葛城山,Point(135.682222222 34.456111111),959,大和葛城山,やまとかつらぎさん,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%92%8C%E8%91%9B%E5%9F%8E%E5%B1%B1
http://www.wikidata.org/entity/Q11433560,大和葛城山,Point(135.682222222 34.456111111),959,葛城山,かつらぎさん,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%92%8C%E8%91%9B%E5%9F%8E%E5%B1%B1
http://www.wikidata.org/entity/Q11433623,大品山,Point(137.456666666 36.557222222),1425,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%93%81%E5%B1%B1
http://www.wikidata.org/entity/Q11433623,大品山,Point(137.457778 36.556389),1425,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%93%81%E5%B1%B1
http://www.wikidata.org/entity/Q11433651,大喰岳,Point(137.646111111 36.335833333),3101,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%96%B0%E5%B2%B3
http://www.wikidata.org/entity/Q11433651,大喰岳,Point(137.64583333 36.33583333),3101,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%96%B0%E5%B2%B3
http://www.wikidata.org/entity/Q11433703,大坂山,Point(130.881278 33.658111),573,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%9D%82%E5%B1%B1_(%E7%A6%8F%E5%B2%A1%E7%9C%8C)
http://www.wikidata.org/entity/Q11434027,大塚山 (島根県松江市),Point(133.17127778 35.49588889),42.19,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%A1%9A%E5%B1%B1_(%E5%B3%B6%E6%A0%B9%E7%9C%8C%E6%9D%BE%E6%B1%9F%E5%B8%82)
http://www.wikidata.org/entity/Q11434178,大天井岳,Point(137.701111 36.365),,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%A4%A9%E4%BA%95%E5%B2%B3
http://www.wikidata.org/entity/Q11434178,大天井岳,Point(137.70126 36.36463),,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%A4%A9%E4%BA%95%E5%B2%B3
http://www.wikidata.org/entity/Q11434561,大山 (岡山県),Point(134.13905556 34.97738889),342.5,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B1%B1_(%E5%B2%A1%E5%B1%B1%E7%9C%8C)
http://www.wikidata.org/entity/Q11434562,大山,Point(137.1454 34.6029),328.03,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B1%B1_(%E6%84%9B%E7%9F%A5%E7%9C%8C)
http://www.wikidata.org/entity/Q11434562,大山,Point(137.14638889 34.60194444),328.03,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B1%B1_(%E6%84%9B%E7%9F%A5%E7%9C%8C)
http://www.wikidata.org/entity/Q11434564,大山 (香川県・徳島県),Point(134.39464722 34.16367219),691.31,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B1%B1_(%E9%A6%99%E5%B7%9D%E7%9C%8C%E3%83%BB%E5%BE%B3%E5%B3%B6%E7%9C%8C)
http://www.wikidata.org/entity/Q11434729,大岡山 (島根県),Point(131.93463889 34.37033333),,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B2%A1%E5%B1%B1_(%E5%B3%B6%E6%A0%B9%E7%9C%8C)
http://www.wikidata.org/entity/Q11434768,大岩山,Point(135.793889 34.951667),182,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B2%A9%E5%B1%B1_(%E4%BA%AC%E9%83%BD%E5%BA%9C)
http://www.wikidata.org/entity/Q11434772,大岩扇山,Point(131.173639 33.302361),691.1,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B2%A9%E6%89%87%E5%B1%B1
http://www.wikidata.org/entity/Q11434781,大岱山,Point(138.910694 35.661667),1180,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B2%B1%E5%B1%B1
http://www.wikidata.org/entity/Q11434802,大峰山 (湯沢町),Point(138.78313889 36.92902778),1172,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B3%B0%E5%B1%B1_(%E6%B9%AF%E6%B2%A2%E7%94%BA)
http://www.wikidata.org/entity/Q11435081,大崩山,Point(131.51313 32.73777),1643.3,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B4%A9%E5%B1%B1
http://www.wikidata.org/entity/Q11435084,大嵐山,Point(138.925555555 35.064722222),191,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B5%90%E5%B1%B1_(%E5%87%BD%E5%8D%97%E7%94%BA)
http://www.wikidata.org/entity/Q11435134,大川入山,Point(137.6428 35.3829),1907.74,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B7%9D%E5%85%A5%E5%B1%B1
http://www.wikidata.org/entity/Q11435134,大川入山,Point(137.643889 35.381944),1907.74,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B7%9D%E5%85%A5%E5%B1%B1
http://www.wikidata.org/entity/Q11435141,大川原高原,Point(134.412328 33.954539),1020,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B7%9D%E5%8E%9F%E9%AB%98%E5%8E%9F
http://www.wikidata.org/entity/Q11435154,大川山,Point(133.939722222 34.115277777),1059.77,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B7%9D%E5%B1%B1
http://www.wikidata.org/entity/Q11435155,大川嶺,Point(132.922777777 33.564444444),1525,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B7%9D%E5%B6%BA
http://www.wikidata.org/entity/Q11435230,大師ヶ岳,Point(137.013436 36.802396),253.6,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B8%AB%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11435251,大平 (鹿角市),Point(140.77333333 40.02194444),1016,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3_(%E9%B9%BF%E8%A7%92%E5%B8%82)
http://www.wikidata.org/entity/Q11435281,大平山,Point(139.04611111 35.89388889),1603,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E7%A7%A9%E7%88%B6%E5%B8%82)
http://www.wikidata.org/entity/Q11435282,大平山,Point(131.43916667 33.30388889),815,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E5%A4%A7%E5%88%86%E7%9C%8C)
http://www.wikidata.org/entity/Q11435283,大平山 (大仙市),Point(140.433888888 39.467222222),387.6,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E5%A4%A7%E4%BB%99%E5%B8%82)
http://www.wikidata.org/entity/Q11435284,大平山,Point(139.57647222 35.33577778),159.4,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E9%8E%8C%E5%80%89%E5%B8%82)
http://www.wikidata.org/entity/Q11435285,大平山 (防府市),Point(131.6304 34.07358),631,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E9%98%B2%E5%BA%9C%E5%B8%82)
http://www.wikidata.org/entity/Q11435285,大平山 (防府市),Point(131.63088889 34.07319444),631,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E9%98%B2%E5%BA%9C%E5%B8%82)
http://www.wikidata.org/entity/Q11435286,大平山,Point(138.906388888 35.059444444),356,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E9%9D%99%E5%B2%A1%E7%9C%8C)
http://www.wikidata.org/entity/Q11435286,大平山,Point(138.905555555 35.059722222),356,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E5%B1%B1_(%E9%9D%99%E5%B2%A1%E7%9C%8C)
http://www.wikidata.org/entity/Q11435319,大年寺山,Point(140.873888888 38.2375),120,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B4%E5%AF%BA%E5%B1%B1
http://www.wikidata.org/entity/Q11435421,大影山,Point(134.513361 33.752722),459.4,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%BD%B1%E5%B1%B1
http://www.wikidata.org/entity/Q11435428,大御影山,Point(135.972222 35.500556),950.1,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%BE%A1%E5%BD%B1%E5%B1%B1
http://www.wikidata.org/entity/Q11435443,大徳山,Point(134.753 35.37508333),555.8,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%BE%B3%E5%B1%B1
http://www.wikidata.org/entity/Q11435524,大戸岳,Point(139.953055555 37.336944444),1415.9,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%88%B8%E5%B2%B3
http://www.wikidata.org/entity/Q11435524,大戸岳,Point(139.95325 37.33675),1415.9,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%88%B8%E5%B2%B3
http://www.wikidata.org/entity/Q11435581,大持山,Point(139.1005 35.928528),1294.1,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%8C%81%E5%B1%B1
http://www.wikidata.org/entity/Q11435627,大日岳,Point(137.55 36.599444444),2501,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%97%A5%E5%B2%B3_(%E5%A4%A7%E6%97%A5%E9%80%A3%E5%B3%B0)
http://www.wikidata.org/entity/Q11435793,大普賢岳,Point(135.96281 34.22768),1780,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%99%AE%E8%B3%A2%E5%B2%B3
http://www.wikidata.org/entity/Q11436235,大柴峠,Point(140.904611 40.309556),731.5,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%9F%B4%E5%B3%A0
http://www.wikidata.org/entity/Q11436290,大棚入山,Point(137.81 35.848056),2375.21,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%9A%E5%85%A5%E5%B1%B1
http://www.wikidata.org/entity/Q11436296,大森 (鹿角市・八幡平市),Point(140.87972222 40.18305556),713,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%AE_(%E9%B9%BF%E8%A7%92%E5%B8%82%E3%83%BB%E5%85%AB%E5%B9%A1%E5%B9%B3%E5%B8%82)
http://www.wikidata.org/entity/Q11436297,大森 (鹿角市草木),Point(140.87944444 40.25361111),803.2,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%AE_(%E9%B9%BF%E8%A7%92%E5%B8%82%E8%8D%89%E6%9C%A8)
http://www.wikidata.org/entity/Q11436350,大森山 (小坂町),Point(140.71944444 40.38444444),455,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%AE%E5%B1%B1_(%E5%B0%8F%E5%9D%82%E7%94%BA)
http://www.wikidata.org/entity/Q11436350,大森山 (小坂町),Point(140.719166666 40.384444444),455,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%AE%E5%B1%B1_(%E5%B0%8F%E5%9D%82%E7%94%BA)
http://www.wikidata.org/entity/Q11436351,大森山,Point(140.74628333 40.17539444),549,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%AE%E5%B1%B1_(%E9%B9%BF%E8%A7%92%E5%B8%82)
http://www.wikidata.org/entity/Q11436351,大森山,Point(140.743888888 40.174166666),549,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%AE%E5%B1%B1_(%E9%B9%BF%E8%A7%92%E5%B8%82)
http://www.wikidata.org/entity/Q11436764,大毛山,Point(134.619972 34.224472),149.4,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%AF%9B%E5%B1%B1
http://www.wikidata.org/entity/Q11436782,大水上山,Point(139.096944 37.058889),1834,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B0%B4%E4%B8%8A%E5%B1%B1
http://www.wikidata.org/entity/Q11436814,大江山,Point(135.106944444 35.453333333),832,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B1%9F%E5%B1%B1
http://www.wikidata.org/entity/Q11436814,大江山,Point(135.106667 35.453333),832,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B1%9F%E5%B1%B1
http://www.wikidata.org/entity/Q11437553,大満寺山,Point(133.33179 36.25637),607.7,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%BA%80%E5%AF%BA%E5%B1%B1
http://www.wikidata.org/entity/Q11437553,大満寺山,Point(133.330528 36.25675),607.7,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%BA%80%E5%AF%BA%E5%B1%B1
http://www.wikidata.org/entity/Q11437573,大滝山 (讃岐山脈),Point(134.12705556 34.123125),946,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%BB%9D%E5%B1%B1_(%E8%AE%83%E5%B2%90%E5%B1%B1%E8%84%88)
http://www.wikidata.org/entity/Q11437575,大滝山,Point(137.74316 36.27403),2616,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%BB%9D%E5%B1%B1_(%E9%A3%9B%E9%A8%A8%E5%B1%B1%E8%84%88)
http://www.wikidata.org/entity/Q11437581,大滝根山,Point(140.701639 37.354889),1192.1,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%BB%9D%E6%A0%B9%E5%B1%B1
http://www.wikidata.org/entity/Q11437728,大無間山,Point(138.161666666 35.256111111),2330,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%84%A1%E9%96%93%E5%B1%B1
http://www.wikidata.org/entity/Q11438007,大界木山,Point(139.016667 35.479167),1246,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%95%8C%E6%9C%A8%E5%B1%B1
http://www.wikidata.org/entity/Q11438015,大畑山 (宮城県),Point(140.76911111 38.44997222),563.5,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%95%91%E5%B1%B1_(%E5%AE%AE%E5%9F%8E%E7%9C%8C)
http://www.wikidata.org/entity/Q11438016,大畑山 (群馬県),Point(139.31208333 36.50394444),753.9,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%95%91%E5%B1%B1_(%E7%BE%A4%E9%A6%AC%E7%9C%8C)
http://www.wikidata.org/entity/Q11438018,大畑山 (高知市),Point(133.57038889 33.53197222),143.8,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%95%91%E5%B1%B1_(%E9%AB%98%E7%9F%A5%E5%B8%82)
http://www.wikidata.org/entity/Q11438048,大白森,Point(140.785 39.842222222),1216,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%99%BD%E6%A3%AE
http://www.wikidata.org/entity/Q11438048,大白森,Point(140.785 39.841944),1216,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%99%BD%E6%A3%AE
http://www.wikidata.org/entity/Q11438109,大真名子山,Point(139.510278 36.792222),2367,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%9C%9F%E5%90%8D%E5%AD%90%E5%B1%B1
http://www.wikidata.org/entity/Q11438197,大石山 (神奈川県),Point(139.11166667 35.455),1219.7,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%9F%B3%E5%B1%B1_(%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C)
http://www.wikidata.org/entity/Q11438349,大福山,Point(140.123361 35.25675),292,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%A6%8F%E5%B1%B1
http://www.wikidata.org/entity/Q11438449,大笄,Point(139.098889 35.483056),,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%AC%84
http://www.wikidata.org/entity/Q11438452,大笠山,Point(136.789591666 36.320463888),1821.8,大笠山,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%AC%A0%E5%B1%B1
http://www.wikidata.org/entity/Q11438618,大船山,Point(131.280555555 33.095),1786.2,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E8%88%B9%E5%B1%B1_(%E5%A4%A7%E5%88%86%E7%9C%8C)
