item,itemLabel,coord,elevation,nativeLabel,kanaQualifier,wikipedia_url
http://www.wikidata.org/entity/Q11610726,耳取山,Point(135.580444 34.057944),1363,,,https://ja.wikipedia.org/wiki/%E8%80%B3%E5%8F%96%E5%B1%B1
http://www.wikidata.org/entity/Q11610730,耳成山,Point(135.805833333 34.515),139.6,,,https://ja.wikipedia.org/wiki/%E8%80%B3%E6%88%90%E5%B1%B1
http://www.wikidata.org/entity/Q11610730,耳成山,Point(135.805277777 34.514722222),139.6,,,https://ja.wikipedia.org/wiki/%E8%80%B3%E6%88%90%E5%B1%B1
http://www.wikidata.org/entity/Q11610985,聖山,Point(138.02138889 36.48416667),1447.1,,,https://ja.wikipedia.org/wiki/%E8%81%96%E5%B1%B1_(%E9%95%B7%E9%87%8E%E7%9C%8C)
http://www.wikidata.org/entity/Q11611722,背炙山,Point(139.990833 37.472778),863,,,https://ja.wikipedia.org/wiki/%E8%83%8C%E7%82%99%E5%B1%B1
http://www.wikidata.org/entity/Q11611759,胡四王山,Point(141.161417 39.401472),183,,,https://ja.wikipedia.org/wiki/%E8%83%A1%E5%9B%9B%E7%8E%8B%E5%B1%B1
http://www.wikidata.org/entity/Q11611759,胡四王山,Point(141.1625 39.4),183,,,https://ja.wikipedia.org/wiki/%E8%83%A1%E5%9B%9B%E7%8E%8B%E5%B1%B1
http://www.wikidata.org/entity/Q11611819,胴切山,Point(134.39298 33.71816),883.6,,,https://ja.wikipedia.org/wiki/%E8%83%B4%E5%88%87%E5%B1%B1
http://www.wikidata.org/entity/Q11611819,胴切山,Point(134.39275 33.718306),883.6,,,https://ja.wikipedia.org/wiki/%E8%83%B4%E5%88%87%E5%B1%B1
http://www.wikidata.org/entity/Q11612311,腕山,Point(133.891697222 33.951655555),1333.1,腕山,,https://ja.wikipedia.org/wiki/%E8%85%95%E5%B1%B1
http://www.wikidata.org/entity/Q11612311,腕山,Point(133.891666666 33.95),1333.1,腕山,,https://ja.wikipedia.org/wiki/%E8%85%95%E5%B1%B1
http://www.wikidata.org/entity/Q11612435,臥牛山,,487,臥牛山,がぎゅうさん,https://ja.wikipedia.org/wiki/%E8%87%A5%E7%89%9B%E5%B1%B1
http://www.wikidata.org/entity/Q11612435,臥牛山,,487,臥牛山,がぎゅうざん,https://ja.wikipedia.org/wiki/%E8%87%A5%E7%89%9B%E5%B1%B1
http://www.wikidata.org/entity/Q11613163,至仏山,Point(139.17325 36.903472),2228.1,,,https://ja.wikipedia.org/wiki/%E8%87%B3%E4%BB%8F%E5%B1%B1
http://www.wikidata.org/entity/Q11613163,至仏山,Point(139.1727 36.9022),2228.1,,,https://ja.wikipedia.org/wiki/%E8%87%B3%E4%BB%8F%E5%B1%B1
http://www.wikidata.org/entity/Q11613207,臼ヶ岳 (神奈川県),Point(139.12638889 35.47638889),1460,,,https://ja.wikipedia.org/wiki/%E8%87%BC%E3%83%B6%E5%B2%B3_(%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C)
http://www.wikidata.org/entity/Q11613261,臼杵山,Point(139.16538889 35.70647222),842.1,,,https://ja.wikipedia.org/wiki/%E8%87%BC%E6%9D%B5%E5%B1%B1_(%E6%9D%B1%E4%BA%AC%E9%83%BD)
http://www.wikidata.org/entity/Q11613695,舞鶴山,Point(140.378056 38.350889),242.1,,,https://ja.wikipedia.org/wiki/%E8%88%9E%E9%B6%B4%E5%B1%B1
http://www.wikidata.org/entity/Q11613971,船上山,Point(133.591444 35.428361),687,,,https://ja.wikipedia.org/wiki/%E8%88%B9%E4%B8%8A%E5%B1%B1
http://www.wikidata.org/entity/Q11613971,船上山,Point(133.5811 35.4172),687,,,https://ja.wikipedia.org/wiki/%E8%88%B9%E4%B8%8A%E5%B1%B1
http://www.wikidata.org/entity/Q11614044,船岡山 (新潟県小千谷市),Point(138.79530556 37.30394444),104.9,,,https://ja.wikipedia.org/wiki/%E8%88%B9%E5%B2%A1%E5%B1%B1_(%E6%96%B0%E6%BD%9F%E7%9C%8C%E5%B0%8F%E5%8D%83%E8%B0%B7%E5%B8%82)
http://www.wikidata.org/entity/Q11614070,船形山,Point(140.61997 38.45548),1500.34,,,https://ja.wikipedia.org/wiki/%E8%88%B9%E5%BD%A2%E5%B1%B1
http://www.wikidata.org/entity/Q11614574,芋木ノドッケ,Point(138.954167 35.873889),1946,,,https://ja.wikipedia.org/wiki/%E8%8A%8B%E6%9C%A8%E3%83%8E%E3%83%89%E3%83%83%E3%82%B1
http://www.wikidata.org/entity/Q11614728,芥子山,Point(134.015111 34.671306),233,,,https://ja.wikipedia.org/wiki/%E8%8A%A5%E5%AD%90%E5%B1%B1
http://www.wikidata.org/entity/Q11615223,花塚山,Point(140.668194 37.653278),918.5,花塚山,はなづかやま,https://ja.wikipedia.org/wiki/%E8%8A%B1%E5%A1%9A%E5%B1%B1
http://www.wikidata.org/entity/Q11615261,花尾山,Point(131.221111111 34.283888888),669,,,https://ja.wikipedia.org/wiki/%E8%8A%B1%E5%B0%BE%E5%B1%B1_(%E5%B1%B1%E5%8F%A3%E7%9C%8C)
http://www.wikidata.org/entity/Q11615318,花岡山,Point(130.685611 32.796528),132.2,,,https://ja.wikipedia.org/wiki/%E8%8A%B1%E5%B2%A1%E5%B1%B1
http://www.wikidata.org/entity/Q11615318,花岡山,Point(130.68555 32.79647),132.2,,,https://ja.wikipedia.org/wiki/%E8%8A%B1%E5%B2%A1%E5%B1%B1
http://www.wikidata.org/entity/Q11615619,花立 (丹沢),Point(139.16166667 35.44777778),1370,,,https://ja.wikipedia.org/wiki/%E8%8A%B1%E7%AB%8B_(%E4%B8%B9%E6%B2%A2)
http://www.wikidata.org/entity/Q116157639,藤ヶ丸山,Point(132.559861 34.427806),665.4,,,https://ja.wikipedia.org/wiki/%E8%97%A4%E3%83%B6%E4%B8%B8%E5%B1%B1
http://www.wikidata.org/entity/Q11616626,若狭峰,Point(133.79206 34.077847),786.84,,,https://ja.wikipedia.org/wiki/%E8%8B%A5%E7%8B%AD%E5%B3%B0
http://www.wikidata.org/entity/Q11616626,若狭峰,Point(133.791944444 34.078055555),786.84,,,https://ja.wikipedia.org/wiki/%E8%8B%A5%E7%8B%AD%E5%B3%B0
http://www.wikidata.org/entity/Q11616650,若狭駒ヶ岳,Point(135.85324 35.41158),780.1,,,https://ja.wikipedia.org/wiki/%E8%8B%A5%E7%8B%AD%E9%A7%92%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11616650,若狭駒ヶ岳,Point(135.853167 35.411556),780.1,,,https://ja.wikipedia.org/wiki/%E8%8B%A5%E7%8B%AD%E9%A7%92%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11616650,若狭駒ヶ岳,Point(135.85324 35.41158),780,,,https://ja.wikipedia.org/wiki/%E8%8B%A5%E7%8B%AD%E9%A7%92%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11616650,若狭駒ヶ岳,Point(135.853167 35.411556),780,,,https://ja.wikipedia.org/wiki/%E8%8B%A5%E7%8B%AD%E9%A7%92%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11617026,茂倉岳,Point(138.916722 36.849167),1976.7,茂倉岳,,https://ja.wikipedia.org/wiki/%E8%8C%82%E5%80%89%E5%B2%B3
http://www.wikidata.org/entity/Q11617026,茂倉岳,Point(138.916944444 36.848888888),1976.7,茂倉岳,,https://ja.wikipedia.org/wiki/%E8%8C%82%E5%80%89%E5%B2%B3
http://www.wikidata.org/entity/Q11617131,茂谷山 (鹿角市),Point(140.743611111 40.271944444),362,,,https://ja.wikipedia.org/wiki/%E8%8C%82%E8%B0%B7%E5%B1%B1_(%E9%B9%BF%E8%A7%92%E5%B8%82)
http://www.wikidata.org/entity/Q11617131,茂谷山 (鹿角市),Point(140.74355556 40.27188889),362,,,https://ja.wikipedia.org/wiki/%E8%8C%82%E8%B0%B7%E5%B1%B1_(%E9%B9%BF%E8%A7%92%E5%B8%82)
http://www.wikidata.org/entity/Q11618009,茶臼山,Point(138.335 36.068055555),2384,,,https://ja.wikipedia.org/wiki/%E8%8C%B6%E8%87%BC%E5%B1%B1_(%E5%85%AB%E3%83%B6%E5%B2%B3)
http://www.wikidata.org/entity/Q11618010,茶臼山 (美ヶ原),Point(138.12688889 36.20411111),2006.1,,,https://ja.wikipedia.org/wiki/%E8%8C%B6%E8%87%BC%E5%B1%B1_(%E7%BE%8E%E3%83%B6%E5%8E%9F)
http://www.wikidata.org/entity/Q11618011,茶臼山 (奈良県・三重県),Point(136.06238 34.61989),535.4,,,https://ja.wikipedia.org/wiki/%E8%8C%B6%E8%87%BC%E5%B1%B1_(%E5%A5%88%E8%89%AF%E7%9C%8C%E3%83%BB%E4%B8%89%E9%87%8D%E7%9C%8C)
http://www.wikidata.org/entity/Q11618011,茶臼山 (奈良県・三重県),Point(136.06233333 34.61966667),535.4,,,https://ja.wikipedia.org/wiki/%E8%8C%B6%E8%87%BC%E5%B1%B1_(%E5%A5%88%E8%89%AF%E7%9C%8C%E3%83%BB%E4%B8%89%E9%87%8D%E7%9C%8C)
http://www.wikidata.org/entity/Q11618022,茶臼岳,Point(139.963888888 37.125),1915,,,https://ja.wikipedia.org/wiki/%E8%8C%B6%E8%87%BC%E5%B2%B3_(%E6%A0%83%E6%9C%A8%E7%9C%8C)
http://www.wikidata.org/entity/Q11618024,茶臼岳,Point(138.14055556 35.36916667),2604,,,https://ja.wikipedia.org/wiki/%E8%8C%B6%E8%87%BC%E5%B2%B3_(%E8%B5%A4%E7%9F%B3%E5%B1%B1%E8%84%88)
http://www.wikidata.org/entity/Q11618024,茶臼岳,Point(138.13333 35.36667),2604,,,https://ja.wikipedia.org/wiki/%E8%8C%B6%E8%87%BC%E5%B2%B3_(%E8%B5%A4%E7%9F%B3%E5%B1%B1%E8%84%88)
http://www.wikidata.org/entity/Q11618492,荒島岳,Point(136.601389 35.934167),1523,,,https://ja.wikipedia.org/wiki/%E8%8D%92%E5%B3%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11618782,荒海山,Point(139.643611 37.036111),1581,,,https://ja.wikipedia.org/wiki/%E8%8D%92%E6%B5%B7%E5%B1%B1
http://www.wikidata.org/entity/Q11618787,荒滝山,Point(131.296806 34.153056),459,,,https://ja.wikipedia.org/wiki/%E8%8D%92%E6%BB%9D%E5%B1%B1
http://www.wikidata.org/entity/Q11618826,荒神山 (桐生市),Point(139.28625 36.49305556),624.4,,,https://ja.wikipedia.org/wiki/%E8%8D%92%E7%A5%9E%E5%B1%B1_(%E6%A1%90%E7%94%9F%E5%B8%82)
http://www.wikidata.org/entity/Q11618828,荒神山,Point(136.19777778 35.23361111),284,,,https://ja.wikipedia.org/wiki/%E8%8D%92%E7%A5%9E%E5%B1%B1_(%E6%BB%8B%E8%B3%80%E7%9C%8C)
http://www.wikidata.org/entity/Q11620050,華厳山,Point(139.279889 35.499889),602,,,https://ja.wikipedia.org/wiki/%E8%8F%AF%E5%8E%B3%E5%B1%B1
http://www.wikidata.org/entity/Q11620064,華山,Point(131.0315 34.185),713.3,,,https://ja.wikipedia.org/wiki/%E8%8F%AF%E5%B1%B1_(%E5%B1%B1%E5%8F%A3%E7%9C%8C)
http://www.wikidata.org/entity/Q11620150,菰ノ森,Point(140.823306 39.986167),1144.6,,,https://ja.wikipedia.org/wiki/%E8%8F%B0%E3%83%8E%E6%A3%AE
http://www.wikidata.org/entity/Q11620394,萩太郎山,Point(137.65772222 35.21419444),1358.1,,,https://ja.wikipedia.org/wiki/%E8%90%A9%E5%A4%AA%E9%83%8E%E5%B1%B1_(%E6%84%9B%E7%9F%A5%E7%9C%8C)
http://www.wikidata.org/entity/Q11620896,葛城山,Point(138.920555555 35.011666666),452,,,https://ja.wikipedia.org/wiki/%E8%91%9B%E5%9F%8E%E5%B1%B1_(%E4%BC%8A%E8%B1%86%E3%81%AE%E5%9B%BD%E5%B8%82)
http://www.wikidata.org/entity/Q11620896,葛城山,Point(138.920277777 35.011666666),452,,,https://ja.wikipedia.org/wiki/%E8%91%9B%E5%9F%8E%E5%B1%B1_(%E4%BC%8A%E8%B1%86%E3%81%AE%E5%9B%BD%E5%B8%82)
http://www.wikidata.org/entity/Q11621128,葦嶽山,Point(133.127778 34.846667),815,,,https://ja.wikipedia.org/wiki/%E8%91%A6%E5%B6%BD%E5%B1%B1
http://www.wikidata.org/entity/Q11621251,蒜場山,Point(139.527889 37.795583),1363,,,https://ja.wikipedia.org/wiki/%E8%92%9C%E5%A0%B4%E5%B1%B1
http://www.wikidata.org/entity/Q11621342,蒲生岳,Point(139.3355 37.388528),828,,,https://ja.wikipedia.org/wiki/%E8%92%B2%E7%94%9F%E5%B2%B3
http://www.wikidata.org/entity/Q11621615,蓬莱山,Point(135.885833333 35.209444444),1174,,,https://ja.wikipedia.org/wiki/%E8%93%AC%E8%90%8A%E5%B1%B1_(%E6%BB%8B%E8%B3%80%E7%9C%8C)
http://www.wikidata.org/entity/Q11621615,蓬莱山,Point(135.88543 35.20944),1174,,,https://ja.wikipedia.org/wiki/%E8%93%AC%E8%90%8A%E5%B1%B1_(%E6%BB%8B%E8%B3%80%E7%9C%8C)
http://www.wikidata.org/entity/Q11621750,蓮華岳,Point(137.710555555 36.535833333),2798.73,,,https://ja.wikipedia.org/wiki/%E8%93%AE%E8%8F%AF%E5%B2%B3
http://www.wikidata.org/entity/Q11621750,蓮華岳,Point(137.710555555 36.535555555),2798.73,,,https://ja.wikipedia.org/wiki/%E8%93%AE%E8%8F%AF%E5%B2%B3
http://www.wikidata.org/entity/Q11621900,蔵多山,Point(130.301944 31.339722),475.4,,,https://ja.wikipedia.org/wiki/%E8%94%B5%E5%A4%9A%E5%B1%B1
http://www.wikidata.org/entity/Q11621937,蔵王山 (広島県),Point(133.383888888 34.512777777),226,,,https://ja.wikipedia.org/wiki/%E8%94%B5%E7%8E%8B%E5%B1%B1_(%E5%BA%83%E5%B3%B6%E7%9C%8C)
http://www.wikidata.org/entity/Q11621939,蔵王山 (愛知県),Point(137.26213889 34.685),250,,,https://ja.wikipedia.org/wiki/%E8%94%B5%E7%8E%8B%E5%B1%B1_(%E6%84%9B%E7%9F%A5%E7%9C%8C)
http://www.wikidata.org/entity/Q11621976,蕃山,Point(140.782778 38.256389),373,,,https://ja.wikipedia.org/wiki/%E8%95%83%E5%B1%B1_(%E5%AE%AE%E5%9F%8E%E7%9C%8C)
http://www.wikidata.org/entity/Q11621983,蕎麦粒山,Point(138.03538139 35.1260935),1627.47,,,https://ja.wikipedia.org/wiki/%E8%95%8E%E9%BA%A6%E7%B2%92%E5%B1%B1_(%E9%9D%99%E5%B2%A1%E7%9C%8C)
http://www.wikidata.org/entity/Q11622465,薬師山 (山形県金山町),Point(140.32916667 38.89305556),436.7,,,https://ja.wikipedia.org/wiki/%E8%96%AC%E5%B8%AB%E5%B1%B1_(%E5%B1%B1%E5%BD%A2%E7%9C%8C%E9%87%91%E5%B1%B1%E7%94%BA)
http://www.wikidata.org/entity/Q11623216,藤原岳,Point(136.452777777 35.158611111),1144,,,https://ja.wikipedia.org/wiki/%E8%97%A4%E5%8E%9F%E5%B2%B3
http://www.wikidata.org/entity/Q11623823,藤尾山 (愛知県),Point(137.23833333 34.65805556),207.7,,,https://ja.wikipedia.org/wiki/%E8%97%A4%E5%B0%BE%E5%B1%B1_(%E6%84%9B%E7%9F%A5%E7%9C%8C)
http://www.wikidata.org/entity/Q11624993,藤里駒ヶ岳,Point(140.251111 40.412778),1157.9,,,https://ja.wikipedia.org/wiki/%E8%97%A4%E9%87%8C%E9%A7%92%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11624993,藤里駒ヶ岳,Point(140.250555555 40.411666666),1157.9,,,https://ja.wikipedia.org/wiki/%E8%97%A4%E9%87%8C%E9%A7%92%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11625132,藻岩山,Point(141.322111111 43.022138888),531,,,https://ja.wikipedia.org/wiki/%E8%97%BB%E5%B2%A9%E5%B1%B1
http://www.wikidata.org/entity/Q11625212,蘇武岳,Point(134.638083 35.470778),1074.4,,,https://ja.wikipedia.org/wiki/%E8%98%87%E6%AD%A6%E5%B2%B3
http://www.wikidata.org/entity/Q11625289,虎尾山,Point(136.7185 34.482472),50.9,,,https://ja.wikipedia.org/wiki/%E8%99%8E%E5%B0%BE%E5%B1%B1
http://www.wikidata.org/entity/Q11625296,虎毛山,Point(140.618888888 38.905833333),1433,,,https://ja.wikipedia.org/wiki/%E8%99%8E%E6%AF%9B%E5%B1%B1
http://www.wikidata.org/entity/Q11625296,虎毛山,Point(140.61888889 38.90472222),1433,,,https://ja.wikipedia.org/wiki/%E8%99%8E%E6%AF%9B%E5%B1%B1
http://www.wikidata.org/entity/Q11625347,虚空蔵山 (広島県東広島市志和町),Point(132.7191 34.4862),666.1,,,https://ja.wikipedia.org/wiki/%E8%99%9A%E7%A9%BA%E8%94%B5%E5%B1%B1_(%E5%BA%83%E5%B3%B6%E7%9C%8C%E6%9D%B1%E5%BA%83%E5%B3%B6%E5%B8%82%E5%BF%97%E5%92%8C%E7%94%BA)
http://www.wikidata.org/entity/Q11625347,虚空蔵山 (広島県東広島市志和町),Point(132.71976397 34.48546797),666.1,,,https://ja.wikipedia.org/wiki/%E8%99%9A%E7%A9%BA%E8%94%B5%E5%B1%B1_(%E5%BA%83%E5%B3%B6%E7%9C%8C%E6%9D%B1%E5%BA%83%E5%B3%B6%E5%B8%82%E5%BF%97%E5%92%8C%E7%94%BA)
http://www.wikidata.org/entity/Q11625348,虚空蔵山,Point(135.138888888 34.985277777),596,,,https://ja.wikipedia.org/wiki/%E8%99%9A%E7%A9%BA%E8%94%B5%E5%B1%B1_(%E5%85%B5%E5%BA%AB%E7%9C%8C)
http://www.wikidata.org/entity/Q11625349,虚空蔵山 (長崎県川棚町),Point(129.922222222 33.090555555),608.5,,,https://ja.wikipedia.org/wiki/%E8%99%9A%E7%A9%BA%E8%94%B5%E5%B1%B1_(%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%B7%9D%E6%A3%9A%E7%94%BA)
http://www.wikidata.org/entity/Q11625349,虚空蔵山 (長崎県川棚町),Point(129.92133333 33.09041667),608.5,,,https://ja.wikipedia.org/wiki/%E8%99%9A%E7%A9%BA%E8%94%B5%E5%B1%B1_(%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%B7%9D%E6%A3%9A%E7%94%BA)
http://www.wikidata.org/entity/Q11625350,虚空蔵山,Point(133.30547222 33.45911111),674.9,,,https://ja.wikipedia.org/wiki/%E8%99%9A%E7%A9%BA%E8%94%B5%E5%B1%B1_(%E9%AB%98%E7%9F%A5%E7%9C%8C)
http://www.wikidata.org/entity/Q11625579,蛤岳,Point(130.384861 33.4095),862.8,,,https://ja.wikipedia.org/wiki/%E8%9B%A4%E5%B2%B3
http://www.wikidata.org/entity/Q11625771,蝙蝠岳,Point(138.207222 35.556944),2864.69,,,https://ja.wikipedia.org/wiki/%E8%9D%99%E8%9D%A0%E5%B2%B3
http://www.wikidata.org/entity/Q11625804,蝶ヶ岳,Point(137.72167 36.29532),2677,,,https://ja.wikipedia.org/wiki/%E8%9D%B6%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11625910,蠑螺が岳,Point(136.012694 35.724889),685.5,,,https://ja.wikipedia.org/wiki/%E8%A0%91%E8%9E%BA%E3%81%8C%E5%B2%B3
http://www.wikidata.org/entity/Q11625910,蠑螺が岳,Point(136.01229 35.72491),685.5,,,https://ja.wikipedia.org/wiki/%E8%A0%91%E8%9E%BA%E3%81%8C%E5%B2%B3
http://www.wikidata.org/entity/Q11626005,行人岳,Point(130.166167 32.175028),393.7,,,https://ja.wikipedia.org/wiki/%E8%A1%8C%E4%BA%BA%E5%B2%B3
http://www.wikidata.org/entity/Q11626188,行縢山,Point(131.572222222 32.626388888),829.9,,,https://ja.wikipedia.org/wiki/%E8%A1%8C%E7%B8%A2%E5%B1%B1
http://www.wikidata.org/entity/Q11626192,行者岳,Point(139.18023 35.44659),1180,,,https://ja.wikipedia.org/wiki/%E8%A1%8C%E8%80%85%E5%B2%B3
http://www.wikidata.org/entity/Q11626192,行者岳,Point(139.1825 35.443611),1180,,,https://ja.wikipedia.org/wiki/%E8%A1%8C%E8%80%85%E5%B2%B3
http://www.wikidata.org/entity/Q11626194,行者還岳,Point(135.94507 34.20462),1546.2,,,https://ja.wikipedia.org/wiki/%E8%A1%8C%E8%80%85%E9%82%84%E5%B2%B3
http://www.wikidata.org/entity/Q11626194,行者還岳,Point(135.944722 34.204722),1546.2,,,https://ja.wikipedia.org/wiki/%E8%A1%8C%E8%80%85%E9%82%84%E5%B2%B3
http://www.wikidata.org/entity/Q11626206,行道山,Point(132.76 33.762778),373,,,https://ja.wikipedia.org/wiki/%E8%A1%8C%E9%81%93%E5%B1%B1
http://www.wikidata.org/entity/Q11626374,衣干山,Point(129.948056 33.457222),162.6,,,https://ja.wikipedia.org/wiki/%E8%A1%A3%E5%B9%B2%E5%B1%B1
http://www.wikidata.org/entity/Q11626402,衣笠山,Point(135.72202778 35.03577778),201,,,https://ja.wikipedia.org/wiki/%E8%A1%A3%E7%AC%A0%E5%B1%B1_(%E4%BA%AC%E9%83%BD%E5%BA%9C)
http://www.wikidata.org/entity/Q11626403,衣笠山 (愛知県),Point(137.23951944 34.67576944),278.4,,,https://ja.wikipedia.org/wiki/%E8%A1%A3%E7%AC%A0%E5%B1%B1_(%E6%84%9B%E7%9F%A5%E7%9C%8C)
http://www.wikidata.org/entity/Q11626515,袈裟丸山,Point(139.328611 36.638056),1961,,,https://ja.wikipedia.org/wiki/%E8%A2%88%E8%A3%9F%E4%B8%B8%E5%B1%B1
http://www.wikidata.org/entity/Q11626588,袖平山,Point(139.126111 35.510833),1431.9,,,https://ja.wikipedia.org/wiki/%E8%A2%96%E5%B9%B3%E5%B1%B1
http://www.wikidata.org/entity/Q11627041,西お多福山,Point(135.26025 34.770972),878,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E3%81%8A%E5%A4%9A%E7%A6%8F%E5%B1%B1
http://www.wikidata.org/entity/Q11627091,西三子山,Point(134.2955 33.870611),1349,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E4%B8%89%E5%AD%90%E5%B1%B1
http://www.wikidata.org/entity/Q11627137,西丹沢,Point(139.041111 35.415),,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E4%B8%B9%E6%B2%A2
http://www.wikidata.org/entity/Q11627250,西光寺山,Point(135.0655 35.017028),712.9,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E5%85%89%E5%AF%BA%E5%B1%B1
http://www.wikidata.org/entity/Q11627790,西山 (宮若市・古賀市),Point(130.55916667 33.72027778),644.6,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E5%B1%B1_(%E5%AE%AE%E8%8B%A5%E5%B8%82%E3%83%BB%E5%8F%A4%E8%B3%80%E5%B8%82)
http://www.wikidata.org/entity/Q11627791,西山 (徳島県),Point(134.13894444 33.80702778),1326,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E5%B1%B1_(%E5%BE%B3%E5%B3%B6%E7%9C%8C)
http://www.wikidata.org/entity/Q11628327,西方ヶ岳,Point(136.010277777 35.71),764.1,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%96%B9%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11628327,西方ヶ岳,Point(136.01 35.709722222),764.1,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%96%B9%E3%83%B6%E5%B2%B3
http://www.wikidata.org/entity/Q11628996,西沢渓谷と東沢渓谷,Point(138.73202778 35.86455556),,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%B2%A2%E6%B8%93%E8%B0%B7%E3%81%A8%E6%9D%B1%E6%B2%A2%E6%B8%93%E8%B0%B7
http://www.wikidata.org/entity/Q11629159,西熊山,Point(133.963888888 33.835277777),1815.9,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E7%86%8A%E5%B1%B1
http://www.wikidata.org/entity/Q11629360,西穂高岳,Point(137.629167 36.278889),2908.59,西穂高岳,にしほたかだけ,https://ja.wikipedia.org/wiki/%E8%A5%BF%E7%A9%82%E9%AB%98%E5%B2%B3
http://www.wikidata.org/entity/Q11629360,西穂高岳,Point(137.629167 36.278889),2839,西穂高岳,にしほたかだけ,https://ja.wikipedia.org/wiki/%E8%A5%BF%E7%A9%82%E9%AB%98%E5%B2%B3
http://www.wikidata.org/entity/Q11629363,西竜王山,Point(134.42875 34.024639),495.1,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E7%AB%9C%E7%8E%8B%E5%B1%B1
http://www.wikidata.org/entity/Q11629550,西赤石山,Point(133.339722222 33.875555555),1625.7,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E8%B5%A4%E7%9F%B3%E5%B1%B1
http://www.wikidata.org/entity/Q11630019,西鳳翩山,Point(131.40939 34.21086),741.9,,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E9%B3%B3%E7%BF%A9%E5%B1%B1
http://www.wikidata.org/entity/Q11630240,見越山,Point(136.78694444 36.34972222),1621,,,https://ja.wikipedia.org/wiki/%E8%A6%8B%E8%B6%8A%E5%B1%B1
http://www.wikidata.org/entity/Q11630639,観音岩山,Point(141.241111 42.965556),498,,,https://ja.wikipedia.org/wiki/%E8%A6%B3%E9%9F%B3%E5%B2%A9%E5%B1%B1
http://www.wikidata.org/entity/Q11630677,角ヶ仙,Point(134.004083 35.240972),1152.7,,,https://ja.wikipedia.org/wiki/%E8%A7%92%E3%83%B6%E4%BB%99
http://www.wikidata.org/entity/Q11630687,角埋山,Point(131.1545 33.309722),576,,,https://ja.wikipedia.org/wiki/%E8%A7%92%E5%9F%8B%E5%B1%B1
http://www.wikidata.org/entity/Q11630786,角田山,Point(138.836667 37.780556),481.7,,,https://ja.wikipedia.org/wiki/%E8%A7%92%E7%94%B0%E5%B1%B1
http://www.wikidata.org/entity/Q11630899,角麓平,Point(140.848333 40.063611),780,,,https://ja.wikipedia.org/wiki/%E8%A7%92%E9%BA%93%E5%B9%B3
http://www.wikidata.org/entity/Q11631212,許斐山,Point(130.539333 33.776306),271,,,https://ja.wikipedia.org/wiki/%E8%A8%B1%E6%96%90%E5%B1%B1
http://www.wikidata.org/entity/Q11631856,諏訪山,Point(138.729577 36.040029),1549.4,,,https://ja.wikipedia.org/wiki/%E8%AB%8F%E8%A8%AA%E5%B1%B1
http://www.wikidata.org/entity/Q11631859,諏訪山 (群馬県・埼玉県),Point(138.83472222 36.05033333),1207.1,,,https://ja.wikipedia.org/wiki/%E8%AB%8F%E8%A8%AA%E5%B1%B1_(%E7%BE%A4%E9%A6%AC%E7%9C%8C%E3%83%BB%E5%9F%BC%E7%8E%89%E7%9C%8C)
http://www.wikidata.org/entity/Q11632030,諭鶴羽山,Point(134.814188 34.234865),607.9,,,https://ja.wikipedia.org/wiki/%E8%AB%AD%E9%B6%B4%E7%BE%BD%E5%B1%B1
http://www.wikidata.org/entity/Q11632046,諸助山,Point(140.889444444 40.283611111),768.6,諸助山,,https://ja.wikipedia.org/wiki/%E8%AB%B8%E5%8A%A9%E5%B1%B1
http://www.wikidata.org/entity/Q11632046,諸助山,Point(140.889417 40.283083),768.6,諸助山,,https://ja.wikipedia.org/wiki/%E8%AB%B8%E5%8A%A9%E5%B1%B1
http://www.wikidata.org/entity/Q11632103,諸桧岳,Point(140.857639 39.921278),1516,,,https://ja.wikipedia.org/wiki/%E8%AB%B8%E6%A1%A7%E5%B2%B3
